name,group,pass,headpass,airduel,foul,dribbling,corner,cross,kick,defense,acceleration,id,goal
Alejandro Dami\u00e1n Gonz\u00e1lez Hern\u00e1ndez,Defender,0,0,0,0,0,0,0,0,0,0,116160,0
Daniele Gasparetto,Defender,0,0,0,0,0,0,0,0,0,0,21500,0
Mirko Eramo,Midfielder,0,0,0,0,0,0,0,0,0,0,22565,0
Domenico Maietta,Defender,6,4,2,3,1,0,0,0,6,1,21306,0
Michele Cremonesi,Defender,4,4,4,5,0,0,1,0,6,1,21725,0
Federico Melchiorri,Forward,0,0,0,0,0,0,0,0,0,0,145344,0
Oliver Kragl,Midfielder,1,2,2,1,2,0,0,0,2,1,16922,0
Michele Camporese,Defender,0,0,0,0,0,0,0,0,0,0,20925,0
Kristiano Samuel Armenteros Nunez Mendoza Jansson,Forward,2,2,6,10,6,0,0,2,5,0,658,0
No\u00eb Dussenne,Defender,0,1,1,3,0,0,0,0,2,0,37959,0
Saphir Sliti Ta\u00efder,Midfielder,5,2,2,5,3,1,3,2,5,0,20690,0
Gabriel Vasconcelos Ferreira,Goalkeeper,0,0,0,0,0,0,0,0,0,0,40820,0
Michele Rigione,Defender,0,0,1,2,0,0,0,0,1,0,21730,0
Petar Brlek,Midfielder,3,1,1,4,2,1,1,1,5,1,69658,0
Molla Wagu\u00e9,Defender,3,11,5,5,0,0,1,1,8,1,25885,0
Luca Mora,Midfielder,7,10,14,22,8,0,9,2,16,0,22864,0
Gianluca Di Chiara,Defender,14,6,1,15,4,4,10,3,24,11,21578,0
Luca Garritano,Midfielder,2,2,2,4,2,2,4,1,4,6,238832,0
Davide Zappacosta,Defender,12,10,6,7,16,2,33,11,25,12,22889,1
Amato Ciciretti,Forward,8,2,4,8,12,8,12,14,11,7,134484,0
Mattia Aramu,Forward,0,0,0,0,0,0,0,0,0,0,134440,0
D\u00e1vid Ivan,Midfielder,0,0,0,0,0,0,0,0,0,0,138402,0
Mamadou Yaye Kanoute,Forward,0,0,0,0,1,0,0,0,1,0,23124,0
George Alexandru Pu\u015fca\u015f,Forward,3,5,12,9,9,0,1,9,4,6,137161,0
Marios Oikonomou,Defender,1,2,1,4,0,0,0,0,3,0,93341,0
Yussif Raman Chibsah,Midfielder,11,2,5,24,10,0,1,3,22,6,220341,0
Pawe\u0142 Bochniewicz,Defender,0,0,0,0,0,0,0,0,0,0,240039,0
Samuel Gustafson,Midfielder,1,2,0,2,1,0,0,0,3,1,252473,0
Luca Vido,Forward,1,0,0,1,1,0,1,1,2,0,262384,0
Wesley Hoedt,Defender,31,42,26,24,7,0,2,6,45,9,268776,0
Alessandro Bellemo,Midfielder,0,0,0,0,0,0,0,0,0,0,270034,0
Hermes Arist\u00f3teles Romero,Midfielder,1,1,1,5,1,0,0,0,5,1,293198,0
Fabio Della Giovanna,Defender,0,0,0,0,0,0,0,0,0,0,286219,0
Maxime Leverbe,Defender,0,0,0,0,0,0,0,0,0,0,298021,0
\u0106azim Sulji\u0107,Midfielder,0,0,0,0,0,0,0,0,0,0,340085,0
Tiago Daniel Rodrigues Dias,Forward,0,0,0,0,0,0,0,0,0,0,343273,0
Vitja Valen\u010di\u010d,Midfielder,0,0,0,0,0,0,0,0,0,0,345817,0
Stefano Ciavattini,Defender,0,0,0,0,0,0,0,0,0,0,347014,0
Andrea Marcucci,Midfielder,0,0,0,0,0,0,0,0,0,0,347019,0
Gianluca Scamacca,Forward,0,1,0,1,0,0,0,1,0,0,347024,0
Ianis Hagi,Midfielder,0,0,0,0,0,0,0,0,0,0,346551,0
Nura Abdullahi,Defender,0,0,0,0,0,0,0,0,0,0,350991,0
Filippo Melegoni,Midfielder,0,0,0,0,0,0,0,0,0,0,351009,0
\u0160imon \u0160tefanec,Midfielder,0,0,0,0,0,0,0,0,0,0,352717,0
\u013dubom\u00edr Tupta,Forward,0,0,1,2,0,0,0,0,2,2,352722,0
Titas Krapikas,Goalkeeper,0,0,0,0,0,0,0,0,0,0,352868,0
Rafik Zekhnini,Forward,0,0,0,0,0,0,0,0,0,1,361214,0
Luka Markovi\u0107,Forward,0,0,0,0,0,0,0,0,0,0,362013,0
Simone Palombi,Forward,0,0,0,0,1,0,0,0,0,0,364640,0
Petko Hristov,Defender,0,0,0,0,0,0,0,0,0,0,372079,0
Mattia Del Favero,Goalkeeper,0,0,0,0,0,0,0,0,0,0,375395,0
Fabrizio Brignani,Defender,0,0,0,0,0,0,0,0,0,0,392383,0
Cristian Mutton,Forward,0,0,0,0,0,0,0,0,0,0,411313,0
Karlo Buti\u0107,Forward,0,0,0,0,0,0,0,0,0,0,386656,0
Leonardo Marson,Goalkeeper,0,0,0,0,0,0,0,0,0,0,392384,0
Andrea Romagnoli,Goalkeeper,0,0,0,0,0,0,0,0,0,0,397237,0
Zinho Vanheusden,Defender,0,0,0,0,0,0,0,0,0,0,399493,0
Ognjen Stijepovi\u0107,Forward,0,0,0,0,0,0,0,0,0,0,405880,0
Michael Kingsley Dogo,Midfielder,0,0,0,0,0,0,0,0,0,0,403264,0
Orji Okwonkwo,Forward,2,1,2,5,3,0,2,2,5,2,403272,3
Raoul Bellanova,Defender,0,0,0,0,0,0,0,0,0,0,405598,0
Matteo Gabbia,Defender,0,0,0,0,0,0,0,0,0,0,405603,0
Gabriele Gori,Forward,0,0,0,0,0,0,0,0,0,0,405607,0
Andrea Pinamonti,Forward,0,0,0,0,0,0,0,1,0,0,405608,0
Marash Kumbulla,Defender,0,0,0,0,0,0,0,0,0,0,404693,0
Filip Va\u0161ko,Defender,0,0,0,0,0,0,0,0,0,0,406132,0
Michal Tomi\u010d,Defender,0,0,0,0,0,0,0,0,0,0,406142,0
Andreaw Rayan Gravillon,Defender,1,0,1,2,0,0,0,0,3,0,412914,0
Xian Emmers,Midfielder,0,0,0,0,0,0,0,0,0,0,412915,0
Juan Manuel Valencia Aponz\u00e1,Midfielder,0,0,0,0,0,0,0,0,0,0,415687,0
Domenico Coppola,Goalkeeper,0,0,0,0,0,0,0,0,0,0,423147,0
Manuel Ferrini,Defender,0,0,0,0,0,0,0,0,0,0,432680,0
Leonardo Loria,Goalkeeper,0,0,0,0,0,0,0,0,0,0,443962,0
Ferdinando Del Sole,Forward,0,0,0,0,0,0,0,0,0,0,448299,0
Emmanuel Delan Junior Latte Lath,Forward,0,0,0,0,0,0,0,0,0,0,448332,0
Federico Brancolini,Goalkeeper,0,0,0,0,0,0,0,0,0,0,456492,0
Giuseppe Cuomo,Defender,0,0,0,0,0,0,0,0,0,0,456565,0
Giovanni Volpicelli,Midfielder,0,0,0,0,0,0,0,0,0,0,461671,0
Federico Ravaglia,Goalkeeper,0,0,0,0,0,0,0,0,0,0,471286,0
Manuel De Luca,Forward,0,0,0,0,0,0,0,0,0,0,471300,0
Dejan Kulusevski,Forward,0,0,0,0,0,0,0,0,0,0,472363,0
Lorenzo Valeau,Defender,0,0,0,0,0,0,0,0,0,0,475573,0
Alessandro Guarnone,Goalkeeper,0,0,0,0,0,0,0,0,0,0,478229,0
Giuseppe Borello,Midfielder,0,0,0,0,0,0,0,0,0,0,483978,0
Emanuel Vignato,Forward,0,0,0,0,0,0,0,0,0,0,485014,0
Alessio Donnarumma,Midfielder,0,0,0,0,0,0,0,0,0,0,485463,0
Oliva Christian Rutjens,Defender,0,0,0,0,0,0,0,0,0,0,485464,0
Vincenzo Pinto,Forward,0,0,0,0,0,0,0,0,0,0,486945,0
Nicol\u00f2 Zaniolo,Midfielder,0,0,0,0,0,0,0,0,0,0,487020,0
Gianluca Frabotta,Defender,0,0,0,0,0,0,0,0,0,0,489124,0
Michele Cerofolini,Goalkeeper,0,0,0,0,0,0,0,0,0,0,490626,0
Alessandro Buongiorno,Defender,0,0,0,0,0,0,0,0,0,0,491451,0
Andrea Tessiore,Midfielder,0,0,0,0,0,0,0,0,0,0,492463,0
Pedro Lomba Neto,Forward,0,0,0,0,0,0,0,0,0,0,496823,0
Flippo Pavoni,Goalkeeper,0,0,0,0,0,0,0,0,0,0,499834,0
Raul Marian Oprut,Defender,0,0,0,0,0,0,0,0,0,0,503199,0
Giacomo Boccafoglia,Defender,0,0,0,0,0,0,0,0,0,0,503517,0
Riccardo Daga,Goalkeeper,0,0,0,0,0,0,0,0,0,0,507570,0
Gergely Hutv\u00e1gner,Goalkeeper,0,0,0,0,0,0,0,0,0,0,507578,0
Franck Alain Djoulou Zohoki,Forward,0,0,0,0,0,0,0,0,0,0,507587,0
Marco Pissardo,Goalkeeper,0,0,0,0,0,0,0,0,0,0,511119,0
Eddy Anthony Salcedo Mora,Forward,0,0,0,1,1,0,0,1,0,0,520774,0
Riccardo Sottil,Forward,0,0,0,0,0,0,0,0,0,0,523085,0
Luca Ranieri,Defender,0,0,0,0,0,0,0,0,0,0,523086,0
Andrea Danzi,Midfielder,5,3,1,7,1,0,0,0,10,2,523089,0
Pasquale Giannotti,Midfielder,0,0,0,0,0,0,0,0,0,0,527518,0
Alessio Riccardi,Midfielder,0,0,0,0,0,0,0,0,0,0,529551,0
Thomas Candeloro,Goalkeeper,0,0,0,0,0,0,0,0,0,0,531179,0
Devid Eugene Bouah,Defender,0,0,0,0,0,0,0,0,0,0,532436,0
Michael Scarf,Defender,0,0,0,0,0,0,0,0,0,0,532651,0
Manuel Lombardoni,Defender,0,0,0,0,0,0,0,0,0,0,535708,0
Salvatore Esposito,Midfielder,0,0,0,0,0,0,0,0,0,0,535716,0
Pio Francesco Russo,Midfielder,0,0,0,0,0,0,0,0,0,0,535738,0
Lorenzo Bruzzi,Goalkeeper,0,0,0,0,0,0,0,0,0,0,536520,0
Alexander Kert Molberg,Defender,0,0,0,0,0,0,0,0,0,0,540613,0
Francesco Latella,Goalkeeper,0,0,0,0,0,0,0,0,0,0,544095,0
Nicol\u00f2 Cabras,Goalkeeper,0,0,0,0,0,0,0,0,0,0,545472,0
Luca Seri,Goalkeeper,0,0,0,0,0,0,0,0,0,0,546326,0
Luca Gagliano,Forward,0,0,0,0,0,0,0,0,0,0,546356,0
Riccardo Ladinetti,Midfielder,0,0,0,0,0,0,0,0,0,0,546357,0
Manuel Gasparini,Goalkeeper,0,0,0,0,0,0,0,0,0,0,549982,0
Joe Hart,Goalkeeper,4,0,2,1,0,0,0,0,10,0,8301,0
Orestis Karnezis,Goalkeeper,1,0,1,0,0,0,0,0,5,0,92864,0
Manolo Gabbiadini,Forward,5,5,11,15,6,0,4,9,8,3,20857,5
Gerard Deulofeu L\u00e1zaro,Forward,11,3,3,13,16,10,11,7,12,15,3348,1
Mario Lemina,Midfielder,26,17,10,28,20,0,4,10,38,22,29640,1
Luca Zanimacchia,Forward,0,0,0,0,0,0,0,0,0,0,447505,0
Fernando Llorente Torres,Forward,2,5,8,4,3,0,0,3,3,0,3424,1
Lukas Podolski,Forward,0,0,0,0,0,0,2,0,0,0,15291,0
Angelo Obinze Ogbonna,Defender,25,45,38,20,8,0,0,3,41,0,21100,1
Jos\u00e9 Holebas,Defender,22,27,19,37,20,46,35,7,50,22,92899,0
Matteo Darmian,Defender,6,5,4,5,2,0,3,1,15,2,21095,0
Jean-Fran\u00e7ois Gillet,Goalkeeper,0,0,0,0,0,0,0,0,0,0,20667,0
Stefano Okaka Chuka,Forward,3,6,11,20,13,0,1,3,5,1,20505,1
Miguel \u00c1ngel Britos Cabrera,Defender,9,12,11,8,2,0,2,2,16,0,21160,1
Matias Ezequiel Schelotto,Defender,11,15,11,9,11,0,12,3,23,19,20855,0
Pedro  Mba Obiang Avomo,Midfielder,19,17,12,27,11,0,3,6,40,5,20620,2
Kyle Taylor,Midfielder,0,0,0,0,0,0,0,0,0,0,515791,0
Maarten Stekelenburg,Goalkeeper,0,0,0,0,0,0,0,0,0,0,20428,0
Zlatan Ibrahimovi\u0107,Forward,4,3,6,8,7,0,2,6,2,1,20420,0
Aaron  Lennon,Midfielder,12,8,7,22,18,0,14,7,33,16,8284,0
Peter Crouch,Forward,7,47,85,42,13,0,1,9,8,3,8747,5
Wayne Rooney,Forward,36,14,16,39,22,24,13,21,37,10,7944,0
Theo  Walcott,Forward,7,13,7,5,18,2,17,8,19,23,7879,3
Petr \u010cech,Goalkeeper,10,1,5,0,1,0,0,0,11,0,7882,0
Luis Antonio Valencia Mosquera,Defender,42,14,11,36,20,0,31,6,50,27,7938,3
Francesc F\u00e0bregas i Soler,Midfielder,63,24,7,28,14,78,22,18,48,10,3350,2
Artur Boruc,Goalkeeper,0,0,0,0,0,0,0,0,0,0,20921,0
Charlie Adam,Midfielder,6,5,3,9,4,5,8,4,8,1,7961,0
Younes Kaboul,Defender,2,4,2,1,0,0,0,0,3,0,8272,0
Uwe H\u00fcnemeier,Defender,0,0,0,0,0,0,0,0,1,0,15301,0
Yohan Cabaye,Midfielder,34,19,4,35,14,54,7,17,60,3,7988,0
Ragnar Klavan,Defender,30,19,22,8,2,0,1,1,21,0,74,0
Ibrahim Afellay,Midfielder,2,1,0,1,1,0,0,0,1,0,3343,0
Heurelho da Silva Gomes,Goalkeeper,4,0,4,1,0,0,0,0,9,0,8266,0
Michel Vorm,Goalkeeper,0,0,0,0,0,0,0,0,1,0,77536,0
Erik Pieters,Defender,24,45,23,61,11,0,25,1,69,10,107,0
Ben Foster,Goalkeeper,5,0,2,0,0,0,0,0,17,0,8358,0
Adrian Mariappa,Defender,22,45,38,36,2,0,2,4,42,1,8889,0
Phil Jagielka,Defender,22,41,28,9,3,0,2,2,33,3,8245,0
Leighton Baines,Defender,19,14,7,9,7,10,16,2,24,7,8239,2
Robert Green,Goalkeeper,0,0,0,0,0,0,0,0,0,0,8544,0
Gareth Barry,Midfielder,21,39,15,29,8,6,5,6,33,1,8314,1
James  Morrison,Midfielder,2,2,1,0,1,0,1,2,3,0,8374,1
Stephen  Ireland,Midfielder,2,1,0,1,1,0,0,1,3,0,8017,0
James Milner,Midfielder,39,15,9,30,12,30,27,9,36,6,8319,0
Tom Heaton,Goalkeeper,0,0,0,0,0,0,0,0,1,0,77502,0
Darren  Fletcher,Midfielder,26,29,10,15,10,14,6,5,42,8,7932,1
Wayne Routledge,Midfielder,4,2,3,10,6,2,5,2,7,3,77557,0
Jermain  Defoe,Forward,3,2,4,9,12,0,3,11,8,4,8296,4
Pablo Javier Zabaleta Girod,Defender,28,49,27,36,12,0,26,2,80,11,8313,0
Claudio Andr\u00e9s Bravo Mu\u00f1oz,Goalkeeper,1,0,0,0,0,0,0,0,1,0,3662,0
Alexis Alejandro S\u00e1nchez S\u00e1nchez,Forward,38,12,15,32,59,26,21,36,36,28,3361,2
Gn\u00e9gn\u00e9ri Yaya Tour\u00e9,Midfielder,11,3,2,4,1,0,0,2,2,1,8324,0
Phil Bardsley,Defender,9,22,12,22,4,0,8,1,26,7,8516,0
Daniel Sturridge,Forward,6,2,3,2,15,0,4,14,3,3,7907,2
Tim Krul,Goalkeeper,0,0,0,0,0,0,0,0,0,0,7976,0
Fraser Forster,Goalkeeper,3,0,1,0,0,0,0,0,10,0,61941,0
Andy Carroll,Forward,4,15,31,28,11,0,4,10,3,1,7970,3
Mark Noble,Midfielder,33,25,6,29,16,4,4,6,53,3,8561,4
Eldin Jakupovic,Goalkeeper,0,0,0,0,0,0,0,0,1,0,93084,0
S\u00e9amus Coleman,Defender,11,20,8,10,13,0,12,2,24,23,8240,0
Georginio Wijnaldum,Midfielder,34,15,11,11,22,0,2,16,33,26,116,1
Christian Fuchs,Defender,24,42,26,16,8,10,27,6,49,19,14853,0
Winston  Reid,Defender,15,32,17,14,3,0,0,3,19,1,8553,0
Anders Lindegaard,Goalkeeper,0,0,0,0,0,0,0,0,0,0,7912,0
Jamie Murphy,Midfielder,1,1,0,1,2,0,1,0,2,3,62091,0
Steven Defour,Midfielder,26,18,4,13,7,1,16,8,36,11,70092,1
Moussa Sissoko,Midfielder,26,21,9,29,20,1,19,11,21,33,25804,1
Ga\u00ebtan Bong Songo,Defender,19,24,14,17,10,0,19,2,42,16,26495,0
Claudio Ariel Yacob,Midfielder,9,13,11,26,3,0,0,3,23,0,86308,0
Andrew Surman,Midfielder,29,30,17,8,6,8,3,8,21,6,8351,2
Nathan Dyer,Midfielder,14,6,9,17,21,0,13,4,20,28,77552,0
Adam Lallana,Midfielder,8,4,3,8,6,0,5,7,8,3,8140,0
Lee Grant,Goalkeeper,1,0,0,0,0,0,0,0,1,0,8935,0
Dan Gosling,Midfielder,25,26,28,41,15,0,3,9,52,7,7989,2
Jonathan  Walters,Forward,0,2,2,1,1,0,0,1,1,0,8752,0
Glyn Oliver Myhill,Goalkeeper,0,0,0,1,0,0,0,0,0,0,8096,0
Damien Delaney,Defender,1,2,1,0,0,0,0,0,2,0,8583,0
Dean Marney,Midfielder,0,0,0,0,0,0,0,0,0,0,8947,0
Juli\u00e1n Speroni,Goalkeeper,1,0,0,0,0,0,0,0,4,0,8391,0
Ben Watson,Midfielder,6,9,4,11,1,1,1,1,15,0,8627,0
Jay Rodriguez,Forward,15,26,35,41,33,2,10,29,34,23,8958,7
Adam Legzdins,Goalkeeper,0,0,0,0,0,0,0,0,0,0,8963,0
Martin Cranie,Defender,2,3,2,0,0,0,0,0,3,0,8761,0
Jean-Eric Maxim Choupo-Moting,Forward,15,17,30,21,47,0,16,26,29,18,15198,0
Ryan Shawcross,Defender,12,61,53,28,3,0,0,9,41,2,8731,1
David Luiz Moreira Marinho,Defender,13,10,8,12,4,0,1,5,14,3,7892,1
Eduardo dos Reis Carvalho,Goalkeeper,0,0,0,0,0,0,0,0,0,0,70106,0
Erwin Mulder,Goalkeeper,0,0,0,0,0,0,0,0,0,0,128,0
Bruno Saltor Grau,Defender,25,15,12,18,8,0,15,1,24,4,3278,0
Juan Manuel Mata Garc\u00eda,Midfielder,32,5,2,10,13,26,25,11,17,10,7906,3
Scott Arfield,Midfielder,8,15,9,22,12,0,3,8,27,2,11294,0
Danny Simpson,Defender,22,35,20,22,7,0,9,1,48,5,149019,0
Andr\u00e9 Ayew Pel\u00e9,Forward,13,20,31,26,23,0,5,10,22,19,25572,0
Jack Cork,Midfielder,38,60,32,23,23,1,8,7,55,10,8125,2
Ryan Bertrand,Defender,38,40,21,35,18,17,40,10,49,30,7885,0
Vicente Iborra De La Fuente,Midfielder,21,23,16,20,7,0,1,4,26,1,3928,3
Kyle Naughton,Defender,41,37,30,33,19,0,23,5,76,17,8336,0
James Tomkins,Defender,20,38,40,21,3,0,1,9,39,1,8554,3
Jordon Mutch,Midfielder,0,0,0,0,0,0,0,0,0,0,8111,0
Leroy Fer,Midfielder,16,12,15,28,16,0,2,5,24,12,262,1
Scott Dann,Defender,13,31,19,14,2,0,1,6,17,0,8186,1
Kieran  Gibbs,Defender,24,47,18,22,12,2,26,4,38,15,7853,0
Chung-Yong Lee,Midfielder,2,3,1,1,1,0,2,0,2,1,8049,0
Geoff Cameron,Defender,12,19,17,17,8,0,5,1,31,2,58978,0
Asmir Begovi\u0107,Goalkeeper,6,0,4,2,0,0,0,0,16,0,8726,0
Morgan Schneiderlin,Midfielder,28,30,17,39,9,2,1,2,51,2,8143,0
Markus Suttner,Defender,11,10,6,5,2,2,14,1,26,6,64966,0
Ashley Barnes,Forward,9,29,74,49,30,0,7,24,19,5,9123,9
Bakary Sako,Midfielder,3,3,6,9,11,2,7,7,5,11,25865,0
Pierre-Emerick Aubameyang,Forward,14,17,21,20,20,0,18,32,13,14,25867,10
Laurent Koscielny,Defender,52,51,40,17,6,0,4,5,48,2,7855,2
Etienne Capoue,Midfielder,21,31,15,21,10,0,1,10,32,2,25798,1
Rajiv van La Parra,Midfielder,17,8,11,30,49,2,30,18,35,53,173,3
Henrikh Mkhitaryan,Midfielder,25,11,10,25,29,23,22,15,30,31,105338,2
J\u00e9r\u00e9my Pied,Defender,2,2,1,1,1,0,3,1,5,5,25415,0
Allan-Romeo Nyom,Defender,19,20,10,22,19,0,32,1,52,12,5281,0
Jason Puncheon,Midfielder,6,5,3,15,5,7,1,4,8,1,8142,0
Hal Robson-Kanu,Forward,5,6,21,25,25,0,8,10,14,3,8686,2
James McArthur,Midfielder,26,26,22,43,23,0,5,13,58,12,8623,5
James McCarthy,Midfielder,4,6,3,11,2,0,1,0,12,0,8624,0
Wes Morgan,Defender,20,55,39,30,5,0,0,5,37,3,8488,0
\u00c0ngel Rangel Zaragoza,Defender,2,2,2,1,1,0,2,0,4,3,77541,0
Niki M\u00e4enp\u00e4\u00e4,Goalkeeper,0,0,0,0,0,0,0,0,0,0,71,0
Ben Hamer,Goalkeeper,1,0,0,0,0,0,0,0,1,0,8066,0
Marc Pugh,Midfielder,12,10,6,8,14,2,12,8,9,4,9293,0
Matt Phillips,Midfielder,12,15,16,12,38,22,42,12,24,26,9414,2
Glenn Murray,Forward,11,53,67,63,27,0,3,19,20,3,8416,12
Jake Livermore,Midfielder,28,22,14,47,15,0,7,7,49,6,8285,2
Sam Baldock,Forward,0,0,0,0,0,0,0,0,0,0,8566,0
Dale Stephens,Midfielder,46,35,12,52,10,0,3,8,70,4,8086,0
Simon Francis,Defender,36,54,52,26,7,2,29,5,47,9,9279,0
Aaron Cresswell,Defender,32,39,23,17,10,34,36,9,42,17,8582,1
Troy Deeney,Forward,9,29,75,28,15,0,3,11,15,1,8903,5
Jonjo Shelvey,Midfielder,33,14,7,25,11,22,12,18,29,10,7967,1
Christian Benteke Liolo,Forward,9,34,100,50,27,0,2,24,15,6,38031,3
Victor Wanyama,Midfielder,16,10,7,14,8,0,1,5,20,2,61967,1
Matty James,Midfielder,11,14,7,23,5,0,0,4,17,1,192748,0
Chris L\u00f6we,Defender,15,22,6,14,4,8,19,4,31,13,14796,0
Daniel Williams,Midfielder,10,15,7,17,8,0,3,5,21,12,15823,0
Tomer Hemed,Forward,4,9,37,12,9,0,1,7,6,2,3657,0
Rhu-endly Martina,Defender,19,30,15,29,6,0,18,1,47,8,340,0
Mohamed Diam\u00e9,Midfielder,20,16,28,48,18,0,2,9,58,9,8620,2
Jos\u00e9 Salom\u00f3n Rond\u00f3n Gim\u00e9nez,Forward,15,36,79,43,70,0,14,35,21,9,3577,0
Jos\u00e9 Leonardo Ulloa,Forward,2,11,13,7,7,0,0,1,6,1,4255,0
Francisco Femen\u00eda Far,Defender,20,18,6,5,11,1,23,4,24,18,3351,1
Daryl Janmaat,Defender,19,27,9,14,10,0,24,10,40,12,160,3
Wilfried Guemiand Bony,Forward,4,10,23,7,13,0,0,8,3,1,471,2
Adri\u00e1n San Miguel del Castillo,Goalkeeper,3,0,1,1,0,0,0,0,12,0,3582,0
Charlie Daniels,Defender,39,34,21,7,15,7,34,8,38,40,9285,1
Beram Kayal,Midfielder,5,9,4,13,6,0,2,2,18,3,61961,0
Jack Wilshere,Midfielder,24,7,3,15,22,0,2,7,18,15,7873,0
Martin Kelly,Defender,8,15,14,9,1,0,1,2,21,2,7958,0
Pedro Eliezer Rodr\u00edguez Ledesma,Forward,18,8,4,5,18,2,16,25,13,37,3360,4
Federico Fern\u00e1ndez,Defender,29,47,31,32,3,0,2,4,36,3,21164,0
Matt Ritchie,Midfielder,25,28,26,41,23,44,32,25,55,28,9227,3
Joel Ward,Defender,17,24,16,27,10,0,15,2,34,6,8221,0
Nathaniel Clyne,Defender,4,4,2,4,2,0,5,1,4,1,8392,0
Luciano Narsingh,Midfielder,5,3,5,4,14,0,9,4,7,14,179,1
Ashley Westwood,Midfielder,15,15,3,14,3,1,4,4,18,2,8925,0
Eliaquim Mangala,Defender,11,5,6,4,2,0,0,1,7,1,70085,0
Marvin  Zeegelaar,Defender,10,16,5,17,8,0,13,0,24,9,189821,0
Junior Stanislas,Midfielder,13,4,7,8,13,19,8,19,14,13,8959,5
Daley Blind,Defender,6,4,4,5,1,8,5,1,8,1,38,0
Faustino Marcos Alberto Rojo,Defender,13,12,9,12,1,0,1,4,17,3,101652,0
Tom Cleverley,Midfielder,28,20,14,32,8,24,15,7,39,10,7929,1
Yannick Bolasie Yala,Midfielder,5,6,8,13,20,1,17,8,11,17,9194,0
Ander Herrera Ag\u00fcera,Midfielder,28,10,5,28,10,0,5,5,41,0,3413,0
Michail Antonio,Forward,9,10,22,18,38,0,20,16,13,20,8677,3
Marc Albrighton,Midfielder,25,9,8,22,30,32,60,8,46,20,8013,2
Andros Townsend,Midfielder,25,8,6,11,58,23,45,27,40,70,8471,2
Chris Wood,Forward,7,30,46,16,19,0,2,17,9,2,9206,10
Scott Malone,Defender,12,15,6,20,8,0,18,4,28,18,9280,0
Pascal Gro\u00df,Midfielder,31,14,15,35,26,56,37,18,46,21,15526,7
Jos\u00e9 Luis Sanmart\u00edn Mato,Forward,11,30,58,28,18,0,3,20,17,1,3327,4
Chris Smalling,Defender,32,47,49,26,3,0,0,7,54,1,7922,4
Erik Lamela,Midfielder,12,4,5,24,16,9,4,8,14,11,20441,2
Andre Gray,Forward,7,11,15,13,21,0,4,15,4,3,10663,5
Matthew Lowton,Defender,20,33,15,20,7,0,27,1,43,5,8643,0
Davy Pr\u00f6pper,Midfielder,34,46,20,45,16,0,5,15,64,11,466,0
Alexandre Lacazette,Forward,17,8,19,32,33,0,10,28,26,2,25413,14
Patrick  van Aanholt,Defender,23,14,3,18,11,6,18,14,36,19,454,5
Adam Smith,Defender,23,24,11,21,17,3,14,5,47,25,8460,1
Craig Dawson,Defender,20,51,44,40,7,0,15,7,52,1,8360,2
Callum Wilson,Forward,9,10,25,37,37,1,8,20,14,8,11669,8
Jonathan Hogg,Midfielder,35,32,15,35,10,0,2,4,66,10,8897,0
Islam Slimani,Forward,4,7,10,4,7,0,2,2,4,4,119630,0
Danny Drinkwater,Midfielder,10,6,0,12,2,0,1,3,14,1,8495,1
Laurent Depoitre,Forward,7,26,63,28,27,0,1,9,18,9,38377,6
Joshua King,Forward,16,12,36,48,69,0,18,20,39,44,9637,8
Sam Clucas,Midfielder,19,19,16,11,7,12,8,9,27,14,10252,0
Grzegorz Krychowiak,Midfielder,32,25,16,37,22,5,4,9,46,9,25537,0
Jordan Ayew,Forward,20,13,39,66,68,0,18,28,55,47,25571,0
Joel Robles Bl\u00e1zquez,Goalkeeper,0,0,0,0,0,0,0,0,0,0,4320,0
Pape  N'Diaye Souar\u00e9,Defender,0,1,0,0,0,0,0,0,0,0,25703,0
Luke Garbutt,Defender,0,0,0,0,0,0,0,0,0,0,9939,0
Shkodran Mustafi,Defender,45,58,45,33,4,0,5,6,54,2,20612,3
Oriol Romeu Vidal,Midfielder,45,58,39,60,14,0,2,11,80,9,7899,1
Ben Mee,Defender,24,60,46,15,3,0,1,12,30,0,8944,0
Charlie Austin,Forward,4,13,24,15,10,0,1,20,7,2,8953,7
Jo\u00ebl Andre Job Matip,Defender,42,36,21,21,4,0,1,5,33,4,14870,1
Bruno Martins Indi,Defender,8,19,12,12,1,0,1,1,20,0,134,0
Christopher Schindler,Defender,32,61,55,30,2,0,1,4,62,3,15215,0
Kyle Bartley,Defender,3,5,4,4,0,0,0,1,3,0,61979,0
Florian Lejeune,Defender,24,43,30,20,4,0,3,5,41,4,3523,0
Karl Darlow,Goalkeeper,2,0,2,0,0,0,0,0,3,0,8826,0
Jos\u00e9 Heriberto Izquierdo Mena,Forward,14,17,10,21,23,0,9,23,23,26,91381,5
Alex Oxlade-Chamberlain,Midfielder,21,9,11,18,25,16,20,21,27,40,7868,3
Wilfried Zaha,Midfielder,16,5,7,47,87,0,35,29,31,50,8422,9
Elias Kachunga,Forward,8,12,12,21,21,0,11,5,19,21,16122,1
Ji\u0159\u00ed Skal\u00e1k,Midfielder,0,1,0,0,1,0,1,0,0,0,104745,0
Collin Quaner,Forward,11,8,9,16,20,0,10,7,16,22,16436,0
Fredrik Ulvestad,Midfielder,0,0,0,0,0,0,0,0,0,0,54762,0
Robbie Brady,Midfielder,13,17,7,23,14,40,21,13,34,11,9623,1
